"","Date","RegionName","InventorySeasonallyAdjusted_AllHomes","InventoryRaw_AllHomes","MedianListingPricePerSqft_1Bedroom","MedianListingPricePerSqft_2Bedroom","MedianListingPricePerSqft_3Bedroom","MedianListingPricePerSqft_4Bedroom","MedianListingPricePerSqft_5BedroomOrMore","MedianListingPricePerSqft_AllHomes","MedianListingPricePerSqft_CondoCoop","MedianListingPricePerSqft_DuplexTriplex","MedianListingPricePerSqft_SingleFamilyResidence","MedianListingPrice_1Bedroom","MedianListingPrice_2Bedroom","MedianListingPrice_3Bedroom","MedianListingPrice_4Bedroom","MedianListingPrice_5BedroomOrMore","MedianListingPrice_AllHomes","MedianListingPrice_CondoCoop","MedianListingPrice_DuplexTriplex","MedianListingPrice_SingleFamilyResidence","MedianPctOfPriceReduction_AllHomes","MedianPctOfPriceReduction_CondoCoop","MedianPctOfPriceReduction_SingleFamilyResidence","MedianPriceCutDollar_AllHomes","MedianPriceCutDollar_CondoCoop","MedianPriceCutDollar_SingleFamilyResidence","MedianRentalPricePerSqft_1Bedroom","MedianRentalPricePerSqft_2Bedroom","MedianRentalPricePerSqft_3Bedroom","MedianRentalPricePerSqft_4Bedroom","MedianRentalPricePerSqft_5BedroomOrMore","MedianRentalPricePerSqft_AllHomes","MedianRentalPricePerSqft_CondoCoop","MedianRentalPricePerSqft_DuplexTriplex","MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits","MedianRentalPricePerSqft_SingleFamilyResidence","MedianRentalPricePerSqft_Studio","MedianRentalPrice_1Bedroom","MedianRentalPrice_2Bedroom","MedianRentalPrice_3Bedroom","MedianRentalPrice_4Bedroom","MedianRentalPrice_5BedroomOrMore","MedianRentalPrice_AllHomes","MedianRentalPrice_CondoCoop","MedianRentalPrice_DuplexTriplex","MedianRentalPrice_MultiFamilyResidence5PlusUnits","MedianRentalPrice_SingleFamilyResidence","MedianRentalPrice_Studio","ZHVIPerSqft_AllHomes","PctOfHomesDecreasingInValues_AllHomes","PctOfHomesIncreasingInValues_AllHomes","PctOfHomesSellingForGain_AllHomes","PctOfHomesSellingForLoss_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_AllHomes","PctOfListingsWithPriceReductionsSeasAdj_CondoCoop","PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence","PctOfListingsWithPriceReductions_AllHomes","PctOfListingsWithPriceReductions_CondoCoop","PctOfListingsWithPriceReductions_SingleFamilyResidence","PriceToRentRatio_AllHomes","Sale_Counts","Sale_Counts_Seas_Adj","Sale_Prices","ZHVI_1bedroom","ZHVI_2bedroom","ZHVI_3bedroom","ZHVI_4bedroom","ZHVI_5BedroomOrMore","ZHVI_AllHomes","ZHVI_BottomTier","ZHVI_CondoCoop","ZHVI_MiddleTier","ZHVI_SingleFamilyResidence","ZHVI_TopTier","ZRI_AllHomes","ZRI_AllHomesPlusMultifamily","ZriPerSqft_AllHomes","Zri_MultiFamilyResidenceRental","Zri_SingleFamilyResidenceRental"
"2366",2009-08-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297200,343400,388200,528800,946500,406200,252400,359900,406200,424800,812000,NA,NA,NA,NA,NA
"2367",2009-08-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126100,169100,201700,237400,328000,182500,122200,171300,182500,189100,304400,NA,NA,NA,NA,NA
"2368",2009-08-31,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538400,476900,431700,531800,687300,455400,289700,469800,455400,448800,876400,NA,NA,NA,NA,NA
"2369",2009-08-31,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260800,144700,92600,154600,254100,116800,59700,99800,116800,187300,224600,NA,NA,NA,NA,NA
"2370",2009-08-31,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135400,170100,270600,454500,179800,118000,NA,179800,185400,332100,NA,NA,NA,NA,NA
"2371",2009-08-31,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194200,306500,397900,521600,718900,391900,220700,295100,391900,451100,691200,NA,NA,NA,NA,NA
"2372",2009-08-31,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261300,339900,414100,499100,566400,385400,272000,301300,385400,421800,611800,NA,NA,NA,NA,NA
"2373",2009-08-31,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306700,365600,331000,530300,1057300,346200,222000,342000,346200,358300,697300,NA,NA,NA,NA,NA
"2374",2009-09-30,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141200,155300,126000,358400,791200,157000,NA,169800,157000,137000,422900,NA,NA,NA,NA,NA
"2375",2009-09-30,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196200,303900,NA,210800,137500,NA,210800,216800,393100,NA,NA,NA,NA,NA
"2376",2009-09-30,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311400,346100,330400,368100,405300,338300,233100,343500,338300,332600,570000,NA,NA,NA,NA,NA
"2377",2009-09-30,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272400,NA,103600,51400,103700,103600,NA,300800,NA,NA,NA,NA,NA
"2378",2009-09-30,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139600,190000,223700,322000,459100,209100,112600,164200,209100,228000,396600,NA,NA,NA,NA,NA
"2379",2009-09-30,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60400,48700,58900,64300,87800,51800,39100,80200,51800,51400,74300,NA,NA,NA,NA,NA
"2380",2009-09-30,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110000,149400,233500,322900,157900,101300,144600,157900,160400,260100,NA,NA,NA,NA,NA
"2381",2009-09-30,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293600,341900,386700,528400,942300,404700,249800,358100,404700,423300,811900,NA,NA,NA,NA,NA
"2382",2009-09-30,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125400,169600,202300,237900,328300,182900,121400,170100,182900,189600,304500,NA,NA,NA,NA,NA
"2383",2009-09-30,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537400,476300,430500,530900,691000,454900,289000,469100,454900,448300,878800,NA,NA,NA,NA,NA
"2384",2009-09-30,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259100,145400,93200,154800,255200,117300,59700,100500,117300,188500,225400,NA,NA,NA,NA,NA
"2385",2009-09-30,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135500,170300,270100,454100,179900,118000,NA,179900,185100,331500,NA,NA,NA,NA,NA
"2386",2009-09-30,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192300,307900,400900,524200,719800,394400,219400,295800,394400,453800,692400,NA,NA,NA,NA,NA
"2387",2009-09-30,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260400,339200,414000,497900,566700,385200,271600,300500,385200,421600,610100,NA,NA,NA,NA,NA
"2388",2009-09-30,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306200,366900,328800,528800,1048700,344700,220700,341100,344700,356700,696900,NA,NA,NA,NA,NA
"2389",2009-10-31,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140000,155300,124700,357200,788600,156300,NA,168200,156300,135300,420300,NA,NA,NA,NA,NA
"2390",2009-10-31,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197400,304900,NA,212100,139000,NA,212100,217800,399200,NA,NA,NA,NA,NA
"2391",2009-10-31,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312700,346000,332100,369500,406000,338800,232800,343200,338800,334100,570100,NA,NA,NA,NA,NA
"2392",2009-10-31,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273100,NA,103700,50900,103300,103700,NA,301500,NA,NA,NA,NA,NA
"2393",2009-10-31,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139700,190800,224300,322800,460400,210100,113400,164600,210100,228700,397000,NA,NA,NA,NA,NA
"2394",2009-10-31,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58400,46000,56000,61700,85100,50100,37600,77400,50100,49900,71300,NA,NA,NA,NA,NA
"2395",2009-10-31,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110100,149200,233400,322700,157600,101300,144300,157600,160400,259200,NA,NA,NA,NA,NA
"2396",2009-10-31,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291500,341400,386000,528100,941200,404200,247800,356600,404200,422300,812300,NA,NA,NA,NA,NA
"2397",2009-10-31,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124800,170100,202800,238600,329400,183300,120800,169300,183300,190100,304800,NA,NA,NA,NA,NA
"2398",2009-10-31,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538600,477400,430600,531000,694600,455700,289600,470100,455700,449000,880300,NA,NA,NA,NA,NA
"2399",2009-10-31,"philadelphiaphiladelphiapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258000,145700,93700,154700,256100,117900,59600,101100,117900,189100,226000,NA,NA,NA,NA,NA
"2400",2009-10-31,"raleighwakenc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135500,170400,269800,452800,180000,118200,NA,180000,185100,331000,NA,NA,NA,NA,NA
"2401",2009-10-31,"san_diegosan_diegoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191200,308400,403400,525600,720400,396400,218100,296400,396400,455900,692800,NA,NA,NA,NA,NA
"2402",2009-10-31,"seattlekingwa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259000,338700,414500,497000,567000,385400,271500,300300,385400,422000,609000,NA,NA,NA,NA,NA
"2403",2009-10-31,"washingtondistrict_of_columbiadc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305900,368600,327100,529000,1044100,344000,219800,340800,344000,355300,697400,NA,NA,NA,NA,NA
"2404",2009-11-30,"atlantafultonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138300,155000,123800,357200,784700,155700,NA,167600,155700,134400,418600,NA,NA,NA,NA,NA
"2405",2009-11-30,"austintravistx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198200,311400,NA,215100,140500,NA,215100,219800,398000,NA,NA,NA,NA,NA
"2406",2009-11-30,"bostonsuffolkma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311900,344600,331900,369600,405700,338100,230900,342400,338100,333400,569000,NA,NA,NA,NA,NA
"2407",2009-11-30,"dallasdallastx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272400,NA,103400,50700,103400,103400,NA,300900,NA,NA,NA,NA,NA
"2408",2009-11-30,"denverdenverco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139200,190800,224400,321600,457800,210400,113600,164000,210400,228700,396600,NA,NA,NA,NA,NA
"2409",2009-11-30,"detroitwaynemi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55900,43900,54000,60300,83300,49200,36500,74400,49200,49000,69200,NA,NA,NA,NA,NA
"2410",2009-11-30,"durhamdurhamnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110400,149100,233000,321700,157500,100900,144000,157500,160500,257900,NA,NA,NA,NA,NA
"2411",2009-11-30,"los_angeleslos_angelesca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289500,339400,384600,526800,944000,402700,245600,355400,402700,420300,812800,NA,NA,NA,NA,NA
"2412",2009-11-30,"minneapolishennepinmn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124200,169800,202700,239300,329800,183000,120200,168700,183000,190200,303900,NA,NA,NA,NA,NA
"2413",2009-11-30,"new_yorkqueensny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539900,478800,431600,532400,698900,457200,290800,471500,457200,450800,882800,NA,NA,NA,NA,NA
